date,county,state,fips,cases,deaths,new cases,new deaths
2020-06-07,Jackson,Florida,12063.0,308,1,10,0
2020-06-08,Jackson,Florida,12063.0,309,1,1,0
2020-06-09,Jackson,Florida,12063.0,310,1,1,0
2020-06-10,Jackson,Florida,12063.0,311,1,1,0
2020-06-11,Jackson,Florida,12063.0,315,1,4,0
2020-06-12,Jackson,Florida,12063.0,316,1,1,0
2020-06-13,Jackson,Florida,12063.0,318,1,2,0
2020-06-14,Jackson,Florida,12063.0,319,1,1,0
2020-06-15,Jackson,Florida,12063.0,320,1,1,0
2020-06-16,Jackson,Florida,12063.0,326,1,6,0
2020-06-17,Jackson,Florida,12063.0,329,2,3,1
2020-06-18,Jackson,Florida,12063.0,327,2,-2,0
2020-06-19,Jackson,Florida,12063.0,329,2,2,0
2020-06-20,Jackson,Florida,12063.0,330,2,1,0
2020-06-21,Jackson,Florida,12063.0,333,2,3,0
2020-06-22,Jackson,Florida,12063.0,338,2,5,0
2020-06-23,Jackson,Florida,12063.0,341,2,3,0
2020-06-24,Jackson,Florida,12063.0,342,2,1,0
2020-06-25,Jackson,Florida,12063.0,347,2,5,0
2020-06-26,Jackson,Florida,12063.0,350,2,3,0
2020-06-27,Jackson,Florida,12063.0,353,2,3,0
2020-06-28,Jackson,Florida,12063.0,359,2,6,0
2020-06-29,Jackson,Florida,12063.0,359,2,0,0
2020-06-30,Jackson,Florida,12063.0,363,2,4,0
2020-07-01,Jackson,Florida,12063.0,365,2,2,0
2020-07-02,Jackson,Florida,12063.0,381,2,16,0
2020-07-03,Jackson,Florida,12063.0,394,2,13,0
2020-07-04,Jackson,Florida,12063.0,401,2,7,0
2020-07-05,Jackson,Florida,12063.0,406,2,5,0
2020-07-06,Jackson,Florida,12063.0,411,2,5,0
2020-07-07,Jackson,Florida,12063.0,415,2,4,0
2020-07-08,Jackson,Florida,12063.0,504,2,89,0
2020-07-09,Jackson,Florida,12063.0,517,2,13,0
2020-04-04,Jefferson,Florida,12065.0,1,0,1,0
2020-04-05,Jefferson,Florida,12065.0,1,0,0,0
2020-04-06,Jefferson,Florida,12065.0,3,0,2,0
2020-04-07,Jefferson,Florida,12065.0,4,0,1,0
2020-04-08,Jefferson,Florida,12065.0,8,0,4,0
2020-04-09,Jefferson,Florida,12065.0,9,0,1,0
2020-04-10,Jefferson,Florida,12065.0,9,0,0,0
2020-04-11,Jefferson,Florida,12065.0,9,0,0,0
2020-04-12,Jefferson,Florida,12065.0,12,1,3,1
2020-04-13,Jefferson,Florida,12065.0,12,1,0,0
2020-04-14,Jefferson,Florida,12065.0,13,1,1,0
2020-04-15,Jefferson,Florida,12065.0,22,1,9,0
2020-04-16,Jefferson,Florida,12065.0,23,1,1,0
2020-04-17,Jefferson,Florida,12065.0,23,1,0,0
2020-04-18,Jefferson,Florida,12065.0,24,1,1,0
2020-04-19,Jefferson,Florida,12065.0,26,1,2,0
2020-04-20,Jefferson,Florida,12065.0,26,1,0,0
2020-04-21,Jefferson,Florida,12065.0,26,1,0,0
2020-04-22,Jefferson,Florida,12065.0,26,1,0,0
2020-04-23,Jefferson,Florida,12065.0,26,1,0,0
2020-04-24,Jefferson,Florida,12065.0,27,2,1,1
2020-04-25,Jefferson,Florida,12065.0,27,2,0,0
2020-04-26,Jefferson,Florida,12065.0,27,2,0,0
2020-04-27,Jefferson,Florida,12065.0,28,2,1,0
2020-04-28,Jefferson,Florida,12065.0,28,2,0,0
2020-04-29,Jefferson,Florida,12065.0,28,2,0,0
2020-04-30,Jefferson,Florida,12065.0,28,2,0,0
2020-05-01,Jefferson,Florida,12065.0,28,2,0,0
2020-05-02,Jefferson,Florida,12065.0,28,2,0,0
2020-05-03,Jefferson,Florida,12065.0,28,2,0,0
2020-05-04,Jefferson,Florida,12065.0,28,2,0,0
2020-05-05,Jefferson,Florida,12065.0,28,2,0,0
2020-05-06,Jefferson,Florida,12065.0,28,2,0,0
2020-05-07,Jefferson,Florida,12065.0,28,2,0,0
2020-05-08,Jefferson,Florida,12065.0,28,2,0,0
2020-05-09,Jefferson,Florida,12065.0,28,2,0,0
2020-05-10,Jefferson,Florida,12065.0,28,2,0,0
2020-05-11,Jefferson,Florida,12065.0,28,2,0,0
2020-05-12,Jefferson,Florida,12065.0,28,2,0,0
2020-05-13,Jefferson,Florida,12065.0,28,2,0,0
2020-05-14,Jefferson,Florida,12065.0,28,2,0,0
2020-05-15,Jefferson,Florida,12065.0,28,2,0,0
2020-05-16,Jefferson,Florida,12065.0,28,2,0,0
2020-05-17,Jefferson,Florida,12065.0,28,2,0,0
2020-05-18,Jefferson,Florida,12065.0,28,2,0,0
2020-05-19,Jefferson,Florida,12065.0,28,2,0,0
2020-05-20,Jefferson,Florida,12065.0,28,2,0,0
2020-05-21,Jefferson,Florida,12065.0,30,2,2,0
2020-05-22,Jefferson,Florida,12065.0,29,2,-1,0
2020-05-23,Jefferson,Florida,12065.0,29,3,0,1
2020-05-24,Jefferson,Florida,12065.0,29,3,0,0
2020-05-25,Jefferson,Florida,12065.0,29,3,0,0
2020-05-26,Jefferson,Florida,12065.0,29,3,0,0
2020-05-27,Jefferson,Florida,12065.0,29,3,0,0
2020-05-28,Jefferson,Florida,12065.0,29,3,0,0
2020-05-29,Jefferson,Florida,12065.0,29,3,0,0
2020-05-30,Jefferson,Florida,12065.0,29,3,0,0
2020-05-31,Jefferson,Florida,12065.0,29,3,0,0
2020-06-01,Jefferson,Florida,12065.0,29,3,0,0
2020-06-02,Jefferson,Florida,12065.0,29,3,0,0
2020-06-03,Jefferson,Florida,12065.0,29,3,0,0
2020-06-04,Jefferson,Florida,12065.0,29,3,0,0
2020-06-05,Jefferson,Florida,12065.0,30,3,1,0
2020-06-06,Jefferson,Florida,12065.0,31,3,1,0
2020-06-07,Jefferson,Florida,12065.0,31,3,0,0
2020-06-08,Jefferson,Florida,12065.0,31,3,0,0
2020-06-09,Jefferson,Florida,12065.0,31,4,0,1
2020-06-10,Jefferson,Florida,12065.0,31,4,0,0
2020-06-11,Jefferson,Florida,12065.0,31,4,0,0
2020-06-12,Jefferson,Florida,12065.0,31,4,0,0
2020-06-13,Jefferson,Florida,12065.0,32,4,1,0
2020-06-14,Jefferson,Florida,12065.0,32,4,0,0
2020-06-15,Jefferson,Florida,12065.0,32,4,0,0
2020-06-16,Jefferson,Florida,12065.0,33,4,1,0
2020-06-17,Jefferson,Florida,12065.0,36,4,3,0
2020-06-18,Jefferson,Florida,12065.0,36,4,0,0
2020-06-19,Jefferson,Florida,12065.0,36,4,0,0
2020-06-20,Jefferson,Florida,12065.0,36,4,0,0
2020-06-21,Jefferson,Florida,12065.0,36,4,0,0
2020-06-22,Jefferson,Florida,12065.0,36,4,0,0
2020-06-23,Jefferson,Florida,12065.0,38,4,2,0
2020-06-24,Jefferson,Florida,12065.0,38,4,0,0
2020-06-25,Jefferson,Florida,12065.0,41,4,3,0
2020-06-26,Jefferson,Florida,12065.0,41,4,0,0
2020-06-27,Jefferson,Florida,12065.0,45,4,4,0
2020-06-28,Jefferson,Florida,12065.0,47,4,2,0
2020-06-29,Jefferson,Florida,12065.0,46,4,-1,0
2020-06-30,Jefferson,Florida,12065.0,49,4,3,0
2020-07-01,Jefferson,Florida,12065.0,51,4,2,0
2020-07-02,Jefferson,Florida,12065.0,57,4,6,0
2020-07-03,Jefferson,Florida,12065.0,57,4,0,0
2020-07-04,Jefferson,Florida,12065.0,58,4,1,0
2020-07-05,Jefferson,Florida,12065.0,58,4,0,0
2020-07-06,Jefferson,Florida,12065.0,65,4,7,0
2020-07-07,Jefferson,Florida,12065.0,67,4,2,0
2020-07-08,Jefferson,Florida,12065.0,69,4,2,0
2020-07-09,Jefferson,Florida,12065.0,72,4,3,0
2020-04-08,Lafayette,Florida,12067.0,1,0,1,0
2020-04-09,Lafayette,Florida,12067.0,1,0,0,0
2020-04-10,Lafayette,Florida,12067.0,1,0,0,0
2020-04-11,Lafayette,Florida,12067.0,1,0,0,0
2020-04-12,Lafayette,Florida,12067.0,1,0,0,0
2020-04-13,Lafayette,Florida,12067.0,1,0,0,0
2020-04-14,Lafayette,Florida,12067.0,1,0,0,0
2020-04-15,Lafayette,Florida,12067.0,1,0,0,0
2020-04-16,Lafayette,Florida,12067.0,1,0,0,0
2020-04-17,Lafayette,Florida,12067.0,1,0,0,0
2020-04-18,Lafayette,Florida,12067.0,1,0,0,0
2020-04-19,Lafayette,Florida,12067.0,1,0,0,0
2020-04-20,Lafayette,Florida,12067.0,1,0,0,0
2020-04-21,Lafayette,Florida,12067.0,1,0,0,0
2020-04-22,Lafayette,Florida,12067.0,1,0,0,0
2020-04-23,Lafayette,Florida,12067.0,1,0,0,0
2020-04-24,Lafayette,Florida,12067.0,1,0,0,0
2020-04-25,Lafayette,Florida,12067.0,1,0,0,0
2020-04-26,Lafayette,Florida,12067.0,1,0,0,0
2020-04-27,Lafayette,Florida,12067.0,1,0,0,0
2020-04-28,Lafayette,Florida,12067.0,1,0,0,0
2020-04-29,Lafayette,Florida,12067.0,1,0,0,0
2020-04-30,Lafayette,Florida,12067.0,1,0,0,0
2020-05-01,Lafayette,Florida,12067.0,2,0,1,0
2020-05-02,Lafayette,Florida,12067.0,2,0,0,0
2020-05-03,Lafayette,Florida,12067.0,2,0,0,0
2020-05-04,Lafayette,Florida,12067.0,2,0,0,0
2020-05-05,Lafayette,Florida,12067.0,3,0,1,0
2020-05-06,Lafayette,Florida,12067.0,3,0,0,0
2020-05-07,Lafayette,Florida,12067.0,3,0,0,0
2020-05-08,Lafayette,Florida,12067.0,3,0,0,0
2020-05-09,Lafayette,Florida,12067.0,3,0,0,0
2020-05-10,Lafayette,Florida,12067.0,3,0,0,0
2020-05-11,Lafayette,Florida,12067.0,3,0,0,0
2020-05-12,Lafayette,Florida,12067.0,5,0,2,0
2020-05-13,Lafayette,Florida,12067.0,5,0,0,0
2020-05-14,Lafayette,Florida,12067.0,5,0,0,0
2020-05-15,Lafayette,Florida,12067.0,5,0,0,0
2020-05-16,Lafayette,Florida,12067.0,6,0,1,0
2020-05-17,Lafayette,Florida,12067.0,6,0,0,0
2020-05-18,Lafayette,Florida,12067.0,6,0,0,0
2020-05-19,Lafayette,Florida,12067.0,6,0,0,0
2020-05-20,Lafayette,Florida,12067.0,6,0,0,0
2020-05-21,Lafayette,Florida,12067.0,6,0,0,0
2020-05-22,Lafayette,Florida,12067.0,7,0,1,0
2020-05-23,Lafayette,Florida,12067.0,8,0,1,0
2020-05-24,Lafayette,Florida,12067.0,8,0,0,0
2020-05-25,Lafayette,Florida,12067.0,8,0,0,0
2020-05-26,Lafayette,Florida,12067.0,8,0,0,0
2020-05-27,Lafayette,Florida,12067.0,8,0,0,0
2020-05-28,Lafayette,Florida,12067.0,8,0,0,0
2020-05-29,Lafayette,Florida,12067.0,8,0,0,0
2020-05-30,Lafayette,Florida,12067.0,8,0,0,0
2020-05-31,Lafayette,Florida,12067.0,8,0,0,0
2020-06-01,Lafayette,Florida,12067.0,8,0,0,0
2020-06-02,Lafayette,Florida,12067.0,8,0,0,0
2020-06-03,Lafayette,Florida,12067.0,8,0,0,0
2020-06-04,Lafayette,Florida,12067.0,9,0,1,0
2020-06-05,Lafayette,Florida,12067.0,10,0,1,0
2020-06-06,Lafayette,Florida,12067.0,10,0,0,0
2020-06-07,Lafayette,Florida,12067.0,10,0,0,0
2020-06-08,Lafayette,Florida,12067.0,10,0,0,0
2020-06-09,Lafayette,Florida,12067.0,13,0,3,0
2020-06-10,Lafayette,Florida,12067.0,12,0,-1,0
2020-06-11,Lafayette,Florida,12067.0,12,0,0,0
2020-06-12,Lafayette,Florida,12067.0,12,0,0,0
2020-06-13,Lafayette,Florida,12067.0,12,0,0,0
2020-06-14,Lafayette,Florida,12067.0,13,0,1,0
2020-06-15,Lafayette,Florida,12067.0,13,0,0,0
2020-06-16,Lafayette,Florida,12067.0,15,0,2,0
2020-06-17,Lafayette,Florida,12067.0,15,0,0,0
2020-06-18,Lafayette,Florida,12067.0,16,0,1,0
2020-06-19,Lafayette,Florida,12067.0,18,0,2,0
2020-06-20,Lafayette,Florida,12067.0,18,0,0,0
2020-06-21,Lafayette,Florida,12067.0,19,0,1,0
2020-06-22,Lafayette,Florida,12067.0,20,0,1,0
2020-06-23,Lafayette,Florida,12067.0,20,0,0,0
2020-06-24,Lafayette,Florida,12067.0,20,0,0,0
2020-06-25,Lafayette,Florida,12067.0,22,0,2,0
2020-06-26,Lafayette,Florida,12067.0,27,0,5,0
2020-06-27,Lafayette,Florida,12067.0,31,0,4,0
2020-06-28,Lafayette,Florida,12067.0,30,0,-1,0
2020-06-29,Lafayette,Florida,12067.0,31,0,1,0
2020-06-30,Lafayette,Florida,12067.0,32,0,1,0
2020-07-01,Lafayette,Florida,12067.0,32,0,0,0
2020-07-02,Lafayette,Florida,12067.0,33,0,1,0
2020-07-03,Lafayette,Florida,12067.0,34,0,1,0
2020-07-04,Lafayette,Florida,12067.0,36,0,2,0
2020-07-05,Lafayette,Florida,12067.0,36,0,0,0
2020-07-06,Lafayette,Florida,12067.0,40,0,4,0
2020-07-07,Lafayette,Florida,12067.0,42,0,2,0
2020-07-08,Lafayette,Florida,12067.0,48,0,6,0
2020-07-09,Lafayette,Florida,12067.0,49,0,1,0
2020-03-16,Lake,Florida,12069.0,1,0,1,0
2020-03-17,Lake,Florida,12069.0,1,0,0,0
2020-03-18,Lake,Florida,12069.0,2,0,1,0
2020-03-19,Lake,Florida,12069.0,3,0,1,0
2020-03-20,Lake,Florida,12069.0,3,0,0,0
2020-03-21,Lake,Florida,12069.0,6,0,3,0
2020-03-22,Lake,Florida,12069.0,6,0,0,0
2020-03-23,Lake,Florida,12069.0,9,0,3,0
2020-03-24,Lake,Florida,12069.0,14,0,5,0
2020-03-25,Lake,Florida,12069.0,22,0,8,0
2020-03-26,Lake,Florida,12069.0,26,0,4,0
2020-03-27,Lake,Florida,12069.0,32,0,6,0
2020-03-28,Lake,Florida,12069.0,38,0,6,0
2020-03-29,Lake,Florida,12069.0,44,0,6,0
2020-03-30,Lake,Florida,12069.0,50,0,6,0
2020-03-31,Lake,Florida,12069.0,66,0,16,0
2020-04-01,Lake,Florida,12069.0,71,0,5,0
2020-04-02,Lake,Florida,12069.0,82,2,11,2
2020-04-03,Lake,Florida,12069.0,88,2,6,0
2020-04-04,Lake,Florida,12069.0,95,2,7,0
2020-04-05,Lake,Florida,12069.0,101,2,6,0
2020-04-06,Lake,Florida,12069.0,107,2,6,0
2020-04-07,Lake,Florida,12069.0,122,2,15,0
2020-04-08,Lake,Florida,12069.0,139,2,17,0
2020-04-09,Lake,Florida,12069.0,140,2,1,0
2020-04-10,Lake,Florida,12069.0,149,3,9,1
2020-04-11,Lake,Florida,12069.0,150,4,1,1
2020-04-12,Lake,Florida,12069.0,150,4,0,0
2020-04-13,Lake,Florida,12069.0,162,4,12,0
2020-04-14,Lake,Florida,12069.0,169,4,7,0
2020-04-15,Lake,Florida,12069.0,180,5,11,1
2020-04-16,Lake,Florida,12069.0,186,5,6,0
2020-04-17,Lake,Florida,12069.0,197,5,11,0
2020-04-18,Lake,Florida,12069.0,203,6,6,1
2020-04-19,Lake,Florida,12069.0,207,6,4,0
2020-04-20,Lake,Florida,12069.0,211,7,4,1
2020-04-21,Lake,Florida,12069.0,213,7,2,0
2020-04-22,Lake,Florida,12069.0,213,7,0,0
2020-04-23,Lake,Florida,12069.0,217,9,4,2
2020-04-24,Lake,Florida,12069.0,219,10,2,1
2020-04-25,Lake,Florida,12069.0,221,10,2,0
2020-04-26,Lake,Florida,12069.0,222,10,1,0
2020-04-27,Lake,Florida,12069.0,223,10,1,0
2020-04-28,Lake,Florida,12069.0,226,10,3,0
2020-04-29,Lake,Florida,12069.0,227,11,1,1
2020-04-30,Lake,Florida,12069.0,227,12,0,1
2020-05-01,Lake,Florida,12069.0,233,13,6,1
2020-05-02,Lake,Florida,12069.0,234,13,1,0
2020-05-03,Lake,Florida,12069.0,234,13,0,0
2020-05-04,Lake,Florida,12069.0,235,13,1,0
2020-05-05,Lake,Florida,12069.0,235,14,0,1
2020-05-06,Lake,Florida,12069.0,236,14,1,0
2020-05-07,Lake,Florida,12069.0,237,14,1,0
2020-05-08,Lake,Florida,12069.0,237,14,0,0
2020-05-09,Lake,Florida,12069.0,240,14,3,0
2020-05-10,Lake,Florida,12069.0,242,14,2,0
2020-05-11,Lake,Florida,12069.0,243,14,1,0
2020-05-12,Lake,Florida,12069.0,246,14,3,0
2020-05-13,Lake,Florida,12069.0,247,14,1,0
2020-05-14,Lake,Florida,12069.0,248,14,1,0
2020-05-15,Lake,Florida,12069.0,249,14,1,0
2020-05-16,Lake,Florida,12069.0,250,14,1,0
2020-05-17,Lake,Florida,12069.0,252,14,2,0
2020-05-18,Lake,Florida,12069.0,254,14,2,0
2020-05-19,Lake,Florida,12069.0,257,14,3,0
2020-05-20,Lake,Florida,12069.0,260,14,3,0
2020-05-21,Lake,Florida,12069.0,264,14,4,0
2020-05-22,Lake,Florida,12069.0,266,15,2,1
2020-05-23,Lake,Florida,12069.0,271,15,5,0
2020-05-24,Lake,Florida,12069.0,273,15,2,0
2020-05-25,Lake,Florida,12069.0,275,15,2,0
2020-05-26,Lake,Florida,12069.0,277,15,2,0
2020-05-27,Lake,Florida,12069.0,279,15,2,0
2020-05-28,Lake,Florida,12069.0,280,15,1,0
2020-05-29,Lake,Florida,12069.0,291,15,11,0
2020-05-30,Lake,Florida,12069.0,298,15,7,0
2020-05-31,Lake,Florida,12069.0,301,15,3,0
2020-06-01,Lake,Florida,12069.0,304,15,3,0
2020-06-02,Lake,Florida,12069.0,306,15,2,0
2020-06-03,Lake,Florida,12069.0,309,15,3,0
2020-06-04,Lake,Florida,12069.0,313,15,4,0
2020-06-05,Lake,Florida,12069.0,317,15,4,0
2020-06-06,Lake,Florida,12069.0,321,15,4,0
2020-06-07,Lake,Florida,12069.0,329,15,8,0
2020-06-08,Lake,Florida,12069.0,337,15,8,0
2020-06-09,Lake,Florida,12069.0,339,15,2,0
2020-06-10,Lake,Florida,12069.0,342,15,3,0
2020-06-11,Lake,Florida,12069.0,355,15,13,0
2020-06-12,Lake,Florida,12069.0,383,15,28,0
2020-06-13,Lake,Florida,12069.0,452,16,69,1
2020-06-14,Lake,Florida,12069.0,464,16,12,0
2020-06-15,Lake,Florida,12069.0,482,16,18,0
2020-06-16,Lake,Florida,12069.0,498,16,16,0
2020-06-17,Lake,Florida,12069.0,552,16,54,0
2020-06-18,Lake,Florida,12069.0,583,19,31,3
2020-06-19,Lake,Florida,12069.0,646,19,63,0
2020-06-20,Lake,Florida,12069.0,671,19,25,0
2020-06-21,Lake,Florida,12069.0,733,19,62,0
2020-06-22,Lake,Florida,12069.0,763,20,30,1
2020-06-23,Lake,Florida,12069.0,795,21,32,1
2020-06-24,Lake,Florida,12069.0,838,21,43,0
2020-06-25,Lake,Florida,12069.0,881,21,43,0
2020-06-26,Lake,Florida,12069.0,975,22,94,1
2020-06-27,Lake,Florida,12069.0,1098,22,123,0
2020-06-28,Lake,Florida,12069.0,1192,22,94,0
2020-06-29,Lake,Florida,12069.0,1252,22,60,0
2020-06-30,Lake,Florida,12069.0,1302,22,50,0
2020-07-01,Lake,Florida,12069.0,1410,22,108,0
2020-07-02,Lake,Florida,12069.0,1508,23,98,1
2020-07-03,Lake,Florida,12069.0,1603,23,95,0
2020-07-04,Lake,Florida,12069.0,1694,23,91,0
2020-07-05,Lake,Florida,12069.0,1845,23,151,0
2020-07-06,Lake,Florida,12069.0,1890,23,45,0
2020-07-07,Lake,Florida,12069.0,1998,25,108,2
2020-07-08,Lake,Florida,12069.0,2087,25,89,0
2020-07-09,Lake,Florida,12069.0,2181,26,94,1
2020-03-06,Lee,Florida,12071.0,1,1,1,1
2020-03-07,Lee,Florida,12071.0,2,1,1,0
2020-03-08,Lee,Florida,12071.0,2,1,0,0
2020-03-09,Lee,Florida,12071.0,2,1,0,0
2020-03-10,Lee,Florida,12071.0,2,1,0,0
2020-03-11,Lee,Florida,12071.0,2,1,0,0
2020-03-12,Lee,Florida,12071.0,4,1,2,0
2020-03-13,Lee,Florida,12071.0,4,1,0,0
2020-03-14,Lee,Florida,12071.0,4,2,0,1
2020-03-15,Lee,Florida,12071.0,5,2,1,0
2020-03-16,Lee,Florida,12071.0,5,2,0,0
2020-03-17,Lee,Florida,12071.0,7,2,2,0
2020-03-18,Lee,Florida,12071.0,11,2,4,0
2020-03-19,Lee,Florida,12071.0,11,2,0,0
2020-03-20,Lee,Florida,12071.0,14,2,3,0
2020-03-21,Lee,Florida,12071.0,17,2,3,0
2020-03-22,Lee,Florida,12071.0,26,2,9,0
2020-03-23,Lee,Florida,12071.0,30,2,4,0
2020-03-24,Lee,Florida,12071.0,34,3,4,1
2020-03-25,Lee,Florida,12071.0,52,3,18,0
2020-03-26,Lee,Florida,12071.0,66,3,14,0
2020-03-27,Lee,Florida,12071.0,95,5,29,2
2020-03-28,Lee,Florida,12071.0,119,6,24,1
2020-03-29,Lee,Florida,12071.0,151,6,32,0
2020-03-30,Lee,Florida,12071.0,170,6,19,0
2020-03-31,Lee,Florida,12071.0,206,8,36,2
2020-04-01,Lee,Florida,12071.0,235,10,29,2
2020-04-02,Lee,Florida,12071.0,274,10,39,0
2020-04-03,Lee,Florida,12071.0,303,11,29,1
2020-04-04,Lee,Florida,12071.0,347,11,44,0
2020-04-05,Lee,Florida,12071.0,378,11,31,0
2020-04-06,Lee,Florida,12071.0,399,14,21,3
2020-04-07,Lee,Florida,12071.0,438,14,39,0
2020-04-08,Lee,Florida,12071.0,475,14,37,0
2020-04-09,Lee,Florida,12071.0,521,14,46,0
2020-04-10,Lee,Florida,12071.0,571,16,50,2
2020-04-11,Lee,Florida,12071.0,597,16,26,0
2020-04-12,Lee,Florida,12071.0,616,16,19,0
2020-04-13,Lee,Florida,12071.0,641,18,25,2
2020-04-14,Lee,Florida,12071.0,656,19,15,1
2020-04-15,Lee,Florida,12071.0,677,23,21,4
2020-04-16,Lee,Florida,12071.0,686,24,9,1
2020-04-17,Lee,Florida,12071.0,720,25,34,1
2020-04-18,Lee,Florida,12071.0,738,25,18,0
2020-04-19,Lee,Florida,12071.0,768,27,30,2
2020-04-20,Lee,Florida,12071.0,784,28,16,1
2020-04-21,Lee,Florida,12071.0,794,29,10,1
2020-04-22,Lee,Florida,12071.0,793,29,-1,0
2020-04-23,Lee,Florida,12071.0,886,32,93,3
2020-04-24,Lee,Florida,12071.0,939,36,53,4
2020-04-25,Lee,Florida,12071.0,943,36,4,0
2020-04-26,Lee,Florida,12071.0,960,37,17,1
2020-04-27,Lee,Florida,12071.0,970,37,10,0
2020-04-28,Lee,Florida,12071.0,989,40,19,3
2020-04-29,Lee,Florida,12071.0,1002,41,13,1
2020-04-30,Lee,Florida,12071.0,1020,43,18,2
2020-05-01,Lee,Florida,12071.0,1066,42,46,-1
2020-05-02,Lee,Florida,12071.0,1084,42,18,0
2020-05-03,Lee,Florida,12071.0,1117,45,33,3
2020-05-04,Lee,Florida,12071.0,1137,46,20,1
2020-05-05,Lee,Florida,12071.0,1159,49,22,3
2020-05-06,Lee,Florida,12071.0,1175,54,16,5
2020-05-07,Lee,Florida,12071.0,1211,54,36,0
2020-05-08,Lee,Florida,12071.0,1218,62,7,8
2020-05-09,Lee,Florida,12071.0,1248,65,30,3
2020-05-10,Lee,Florida,12071.0,1267,65,19,0
2020-05-11,Lee,Florida,12071.0,1284,68,17,3
2020-05-12,Lee,Florida,12071.0,1316,69,32,1
2020-05-13,Lee,Florida,12071.0,1331,70,15,1
2020-05-14,Lee,Florida,12071.0,1349,73,18,3
2020-05-15,Lee,Florida,12071.0,1384,74,35,1
2020-05-16,Lee,Florida,12071.0,1400,79,16,5
2020-05-17,Lee,Florida,12071.0,1455,78,55,-1
2020-05-18,Lee,Florida,12071.0,1480,89,25,11
2020-05-19,Lee,Florida,12071.0,1519,89,39,0
2020-05-20,Lee,Florida,12071.0,1541,89,22,0
2020-05-21,Lee,Florida,12071.0,1584,88,43,-1
2020-05-22,Lee,Florida,12071.0,1665,92,81,4
2020-05-23,Lee,Florida,12071.0,1676,92,11,0
2020-05-24,Lee,Florida,12071.0,1698,92,22,0
2020-05-25,Lee,Florida,12071.0,1735,93,37,1
2020-05-26,Lee,Florida,12071.0,1758,93,23,0
2020-05-27,Lee,Florida,12071.0,1766,99,8,6
2020-05-28,Lee,Florida,12071.0,1801,100,35,1
2020-05-29,Lee,Florida,12071.0,1846,101,45,1
2020-05-30,Lee,Florida,12071.0,1893,105,47,4
2020-05-31,Lee,Florida,12071.0,1907,105,14,0
2020-06-01,Lee,Florida,12071.0,1942,105,35,0
2020-06-02,Lee,Florida,12071.0,1966,112,24,7
2020-06-03,Lee,Florida,12071.0,2086,113,120,1
2020-06-04,Lee,Florida,12071.0,2146,114,60,1
2020-06-05,Lee,Florida,12071.0,2199,114,53,0
2020-06-06,Lee,Florida,12071.0,2252,117,53,3
2020-06-07,Lee,Florida,12071.0,2288,117,36,0
2020-06-08,Lee,Florida,12071.0,2314,117,26,0
2020-06-09,Lee,Florida,12071.0,2387,124,73,7
2020-06-10,Lee,Florida,12071.0,2421,126,34,2
2020-06-11,Lee,Florida,12071.0,2499,128,78,2
2020-06-12,Lee,Florida,12071.0,2562,128,63,0
2020-06-13,Lee,Florida,12071.0,2633,131,71,3
2020-06-14,Lee,Florida,12071.0,2835,132,202,1
2020-06-15,Lee,Florida,12071.0,2876,132,41,0
2020-06-16,Lee,Florida,12071.0,3014,136,138,4
2020-06-17,Lee,Florida,12071.0,3186,137,172,1
2020-06-18,Lee,Florida,12071.0,3353,138,167,1
2020-06-19,Lee,Florida,12071.0,3474,139,121,1
2020-06-20,Lee,Florida,12071.0,3555,143,81,4
2020-06-21,Lee,Florida,12071.0,3626,143,71,0
2020-06-22,Lee,Florida,12071.0,3665,149,39,6
2020-06-23,Lee,Florida,12071.0,3744,149,79,0
2020-06-24,Lee,Florida,12071.0,3943,148,199,-1
2020-06-25,Lee,Florida,12071.0,4061,149,118,1
2020-06-26,Lee,Florida,12071.0,4756,152,695,3
2020-06-27,Lee,Florida,12071.0,4955,152,199,0
2020-06-28,Lee,Florida,12071.0,5187,156,232,4
2020-06-29,Lee,Florida,12071.0,5362,156,175,0
2020-06-30,Lee,Florida,12071.0,5587,158,225,2
2020-07-01,Lee,Florida,12071.0,5868,159,281,1
2020-07-02,Lee,Florida,12071.0,6222,161,354,2
2020-07-03,Lee,Florida,12071.0,6667,162,445,1
2020-07-04,Lee,Florida,12071.0,7214,162,547,0
2020-07-05,Lee,Florida,12071.0,7497,165,283,3
2020-07-06,Lee,Florida,12071.0,7660,167,163,2
2020-07-07,Lee,Florida,12071.0,7858,172,198,5
2020-07-08,Lee,Florida,12071.0,8124,171,266,-1
2020-07-09,Lee,Florida,12071.0,8339,176,215,5
2020-03-18,Leon,Florida,12073.0,1,0,1,0
2020-03-19,Leon,Florida,12073.0,3,0,2,0
2020-03-20,Leon,Florida,12073.0,4,0,1,0
2020-03-21,Leon,Florida,12073.0,4,0,0,0
2020-03-22,Leon,Florida,12073.0,4,0,0,0
2020-03-23,Leon,Florida,12073.0,5,0,1,0
2020-03-24,Leon,Florida,12073.0,6,0,1,0
2020-03-25,Leon,Florida,12073.0,7,0,1,0
2020-03-26,Leon,Florida,12073.0,12,0,5,0
2020-03-27,Leon,Florida,12073.0,15,0,3,0
2020-03-28,Leon,Florida,12073.0,17,0,2,0
2020-03-29,Leon,Florida,12073.0,16,0,-1,0
2020-03-30,Leon,Florida,12073.0,21,0,5,0
2020-03-31,Leon,Florida,12073.0,26,0,5,0
2020-04-01,Leon,Florida,12073.0,32,0,6,0
